title,desc,tags
春节来杭州，除了西湖还有这条小众Citywalk,来杭州旅游，别只会挤断桥苏堤 杭州这条citywalk人不仅人少更有烟火气 而且临近春节，古祠中的梅花盛放 还有红墙下的落叶龙、黄昏里的古风步道 南宋宫殿遗址、晚风中的雷峰塔夜景 每一处都实在太绝太浪漫了 - 🧨游玩路线（具体citywalk地图🗺️看图6️⃣） 德寿宫➠胡雪岩故居➠大马弄➠十五奎巷➠河坊街➠钱王祠➠柳浪闻莺➠长桥公园 - ▪️德寿宫遗址博物馆 又被称为“杭州小故宫”，龙年来临，今年秋叶艺术节的落叶雕塑也在宫墙下布置了一条落叶巨龙，搭配红墙年味太浓了！ ▪️钱王祠 钱王祠的腊梅开了花，盛放在红墙前，这就是老祖宗流传百年的中式审美 ▪️大马弄 杭州节日味道超浓的老街，烟火气十足！还有贴上春联福字的杂货店，很有节日氛围 ▪️十五奎巷 导航“巴尔干客栈”，小巷子与望仙阁同框的机位特别出片；还可以登上伍公山步道俯瞰河坊街 ▪️长桥公园 在这里可以拍到雷峰塔，湖边的亭子在夜幕灯光下也特别美 - 🧨游玩tips ✔【去哪儿】首页🔍“杭州地图”，就能看到杭州精华景点地图，点景点就能看详细介绍和各种旅游攻略和周边美食游玩！ ✔在地图里面还可以根据“热门/深度/小众”这些标签，筛选收藏自己感兴趣的景点，生成一条专属自己的足迹地图，游玩起来真是太方便啦！ ✔地图里还有景点周边热门酒店地图，满足各种景点需求，景点门票也不定期掉落优慧，出行规划用很方便～ ✔不想做攻略就看“旅游路线”，经典4日路线都规划好了，跟着玩省时还省心 - #杭州旅游[话题]# #杭州拍照[话题]# #春节去哪儿[话题]# #大家的春节[话题]# #我的春节这样过[话题]# #假期去哪玩[话题]# #杭州旅行攻略[话题]# #假日citywalk[话题]# #捕捉身边的年味[话题]# #citywalk返乡版[话题]# #我的城市换上新年皮肤了[话题]# #镜头里的年味[话题]# #西湖[话题]#,"杭州旅游, 杭州拍照, 春节去哪儿, 大家的春节, 我的春节这样过, 假期去哪玩, 杭州旅行攻略, 假日citywalk, 捕捉身边的年味, citywalk返乡版, 我的城市换上新年皮肤了, 镜头里的年味, 西湖"
🍃杭州果然是最适合citywalk的城市❗️,- 哈喽！我是鹤七🙋‍♂️ 网友诚不欺我，杭州果然是最适合citywalk的城市 一整条路线都很轻松舒服 如何走最少的路打卡最多的西湖热门景点呢！ 那我这条西湖walk路线你要收藏好 - 🍃【游玩路线】 起点📍：夕影亭➠翠光亭➠集贤亭➠三潭印月➠西湖喷泉➠断桥➠北山街➠孤山➠曲院风荷 （这条路线反着也可行） - 🍃【关于拍照打卡】 1️⃣三潭印月：三潭印月景点的经典机位，需要呆到景区清场才能拍摄无人场景 2️⃣夕影亭：位于雷峰塔脚下，曲折的长桥在落日之下很有氛围感 3️⃣翠光亭：亭边伫立在西湖之上的灯亮起以后，很适合拍照 4️⃣集贤亭：湖水在微风的吹动下轻轻地拍着堤岸，堤上行走于湖面之上，抬望眼青山隐秀美不胜收 5️⃣西湖喷泉：每晚19:30分开始会连续播放4首歌 6️⃣断桥：西湖上最浪漫的长桥之一，夏日以荷花做前景城市繁貌做背景非常出片 7️⃣北山街：四季都浪漫的沿湖大街，路上的长椅更是充满故事感 8️⃣孤山路：路的尽头就是“海”杭州最美转弯，时而开过的1314公交更为它增加了一些浪漫 9️⃣曲院风荷：喜欢绿色的人有福了，满眼的绿色特别养眼，随手一拍都是绿色生机大片 - 🍃【出行小心得】 ❶这条路线正向和逆向都可以走，我会选择在五点中从曲院风荷开始拍到了绿色光影大片，又能看到落日下的浪漫孤山路，然后夜游西湖也是不错的选择 ❷这条路线几乎能看到所有西湖上的热门景点，运气好的话还能看到绝美西湖落日 ❸一般出行我会自备一支「冷酸灵专研抗敏牙膏」，最近用上以后大大缓解了牙齿敏感的问题，出去哪里玩都能适应各地冷辣酸甜的美食了！而且4.29～5.5上MT搜索“0.1元旅行”，每天十点都有机会抢购旅行福利～ - #笔记灵感[话题]# #浪漫生活的记录者[话题]# #杭州旅游[话题]# #杭州[话题]# #杭州旅游攻略[话题]##周末去哪儿[话题]# #杭州citywalk[话题]# #特种兵[话题]##西湖[话题]##杭州拍照[话题]#,"笔记灵感, 浪漫生活的记录者, 杭州旅游, 杭州, 杭州旅游攻略, 周末去哪儿, 杭州citywalk, 特种兵, 西湖, 杭州拍照"
杭州｜4条必逛赏枫路线🍁citywalk附地图,12月枫叶红，杭州美景封神！ 推荐5条徒步路线，环游西湖群山 	 💚前3条路线在7km左右，走走停停大概5小时 🧡最后一条路线12KM，大概需要7小时 🩵步行累了可以骑车，美景养眼还能锻炼身体 	 路线1️⃣：西湖秘境探索 📍 黄龙洞➠初阳台➠抱朴道院➠蛤蟆峰➠保俶塔➠北山街➠玛瑙寺➠西泠桥➠孤山转角➠平湖秋月➠断桥 🚶 难度⭐️⭐️⭐️⭐️（含爬山） 🍁 从黄龙洞开始，登初阳台、蛤蟆峰俯瞰西湖苏堤，抱朴道院的静谧让人心静。下山到北山街的感受人间烟火气，走进玛瑙寺体会小众静谧。穿过西泠桥，到达孤山转角机位，再往前走是西湖十景之一“平湖秋月”，走过苏堤断桥就能回到市区 	 路线2️⃣：在西湖群山里吸氧观景 📍 虎跑公园➠满觉陇➠杨梅岭➠理安寺➠九溪烟树➠九溪公交站 🚶 难度⭐️⭐️⭐️（平地为主） 🍁 在虎跑公园的清晨，先打卡网红“枫王”，穿过满觉陇、杨梅岭，到理安寺感受禅意。再去探寻九溪烟树，沿着溪流，观赏枫叶和倒影 	 路线3️⃣：在寺庙的禅意里赏枫 📍 灵隐寺➠永福寺➠法喜寺➠十里琅珰➠云栖竹径/九溪烟树 🚶 难度⭐️⭐️⭐️（平地为主） 🍁 早晨先寻访灵隐寺、永福寺、法喜寺，西湖禅意最浓的寺庙，可以祈福观景。走到十里琅珰，俯看秋冬的茶田。然后可以选择到云栖竹径感受秋冬静谧，或者到九溪烟树观赏最经典的“枫”景 	 路线4️⃣：环湖漫步（完整版/懒人版） 📍 完整版：北山街➠玛瑙寺➠绿水芙蕖➠西泠桥➠孤山转角➠曲苑风荷➠郭庄➠茅家埠➠乌龟潭➠花港观鱼➠太子湾公园➠九曜山 📍懒人版：玛瑙寺➠绿水芙蕖➠西泠桥➠孤山转角➠平湖秋月➠曲院风荷➠郭庄➠花港观鱼➠太子湾 🚶 难度⭐️⭐️⭐️⭐️⭐️（含爬山，路程长） 🍁 如果你有体力，这是我最推荐的路线，覆盖西湖边80%的赏枫点，烟火气、静谧禅意、日落光晕、俯看西湖全景这条路线全都有 	 我是@陈烦烦 互联网打工人👩‍💻，利用年假旅行，分享旅行攻略和真实体验🥰 	 🍁你最爱的赏枫地是哪里呢？ 🌟想看看你拍的漂亮照片 	 #好好生活大赛[话题]# #杭州小众拍照[话题]# #镜头下的秋天有多美[话题]# #杭州旅游攻略[话题]# #不可错过的美景[话题]# #轻松徒步路线[话题]# #城市轻徒步[话题]# #西湖美景如画[话题]# #西湖一日游[话题]# #杭州周末[话题]#,"好好生活大赛, 杭州小众拍照, 镜头下的秋天有多美, 杭州旅游攻略, 不可错过的美景, 轻松徒步路线, 城市轻徒步, 西湖美景如画, 西湖一日游, 杭州周末"
杭州📷机位｜CityWalk打卡,📍杭州小众打卡机位，避开人群，大多数地点近地铁附近，交通便利。PS:无人机飞行需提前报备 2️⃣：巴尔干客栈，导航直巴尔干客栈，望仙阁亮灯时间19:00 3️⃣、4️⃣：小莲花和奥体中心同框，奥体中心地铁站E口附近 5️⃣、6️⃣：钟书阁 7️⃣：杭州印 8️⃣：望仙阁与城隍阁同框，江城路地铁站旁 9️⃣、🔟：西可科技园4号楼 1️⃣1️⃣：钱江湾文化中心，现在有保安看管，避开拍摄 1️⃣2️⃣：翠光亭，西湖旁边建议蓝调时刻拍摄，每周二、五、六晚上7点亮灯 1️⃣3️⃣：杭州洲际酒店，市民中心地铁口出来，乘电梯到达5楼大堂拍摄 1️⃣4️⃣：水澄桥地铁出来至六和塔，在桥下等待🚢穿过 1️⃣5️⃣：钱江世纪城，拍摄对面市民中心，建筑长焦段多角度拍摄，后期接片 1️⃣6️⃣：丰北地铁口，地铁口附近尚未开发 1️⃣7️⃣：香积寺 1️⃣8️⃣：神舟基地 #城市摄影[话题]# #记录我的城市[话题]# #人文景点分享[话题]# #城市探寻计划[话题]# #拍照打卡[话题]# #人文[话题]# #地标建筑[话题]# #建筑摄影[话题]# #城市风光[话题]# #爬楼党[话题]# #杭州[话题]# #杭州机位[话题]# #杭州摄影[话题]# #摄影[话题]# #摄影[话题]#,"城市摄影, 记录我的城市, 人文景点分享, 城市探寻计划, 拍照打卡, 人文, 地标建筑, 建筑摄影, 城市风光, 爬楼党, 杭州, 杭州机位, 杭州摄影, 摄影"
今日份街溜子，杭州本地人最爱的老citywalk,封面机位📍巴尔干客栈 晓霞弄充满烟火气的的巷道、远处望仙阁同框 	 🗺️路线： 河坊街-南宋御街-鼓楼-望仙阁-大马弄-十五奎巷-晓霞弄-伍公庙-城隍阁 	 🍢美食推荐 这三家都在南宋御街，里的都很近 1⃣️东伊顺-馕饼、羊肉串、千层馒头（碳水星人狂爱） 2⃣️龙翔臭豆腐-臭豆腐、炸年糕、炸粽子 3⃣️葱包烩儿-在后市街44小区对面，我局的杭州醉好吃的葱包烩 	 大马弄 1⃣️周萍粽子 2⃣️蒋师傅酥鱼 3⃣️游埠豆浆 4⃣️芳春煎饺 5⃣️油墩子 6⃣️甜酒酿 7⃣️菊英面馆 	 📷拍照机位 🔥📍巴尔干客栈：晓霞弄充满烟火气的的巷道、远处望仙阁同框 📍伍公庙：周边有很多本地人喝茶的地方 很有烟火气 🔥📍伍公庙石梯入口：可以拍到木门取景，再上去点可以拍到大半个河坊街 🔥📍望仙阁：可以爬上楼，拍对面山上的城隍阁 📍大马弄：吃东西的时候可以拍拍本地人的生活，适合扫街摄影 🔥📍城隍阁：可以远眺雷峰塔和西湖，从另一个角度来欣赏老杭州的美 	 #假日citywalk[话题]# #人文景点分享[话题]# #记录我的城市[话题]# #城市摄影[话题]# #城市探寻计划[话题]# #扫街[话题]# #城市风光[话题]# #杭州周末去哪儿[话题]# #杭州周末去哪玩[话题]# #家门口也有好风景[话题]# #杭州citywalk[话题]# #十五奎巷[话题]# #河坊街[话题]# #南宋御街[话题]# #杭州旅游[话题]# #杭州一日游[话题]#,"假日citywalk, 人文景点分享, 记录我的城市, 城市摄影, 城市探寻计划, 扫街, 城市风光, 杭州周末去哪儿, 杭州周末去哪玩, 家门口也有好风景, 杭州citywalk, 十五奎巷, 河坊街, 南宋御街, 杭州旅游, 杭州一日游"
12.6实拍，给12月去杭州的家人们😭,哭死，看了网上那么多攻略，怎么就没一个人告诉我淡季的杭州西湖也有这么多人呀👭 杭州真的很好玩，但是就比较容易踩坑，所以第一次去杭州一定要做好攻略！ 我把西湖的旅游路线整理出来了，大家码住呀❤️ . 找机位&学摄影🔍蚂蚁摄影.🅰.🅿.🅿 🈶️300➕景点旅游拍照攻略📖 🈶免💴摄影教程 . ✅西湖路线： 码头➡️三潭印月➡️花港观鱼➡️太子湾公园➡️净慈寺➡️雷峰塔➡️苏堤春晓➡️曲院风荷➡️西泠印社➡️平湖秋月➡️断桥➡️武林夜市 . ✅citywalk路线： 五柳巷➡️鼓楼➡️十五奎巷➡️大马弄➡️小河直街（体验杭州最原始的街道，有一些文艺感十足的小店，穿着新中式拍照很搭） . ✅三日游路线： 西湖➡️断桥残雪➡️曲苑风荷➡️苏堤➡️花港观鱼➡️雷峰塔 法喜寺➡️灵隐寺➡️杭州博物馆➡️河坊街➡️南宋御街 西溪湿地➡️杭州植物园➡️小河直街➡️拱宸桥➡️武林夜市 . 🎈备注： 灵隐寺进去后会免费发香，不需要提前购买⛩ 出门前要查看天气和温度，选择合适的衣物，早晚还是很凉的🧥 景区内不建议自己开车🚙，非常堵并且也没地方停车 西湖很大很大，一定要提前做好攻略规划好路线再行动，穿舒适的鞋子👟，不然会很累 像俯瞰西湖可以去北高峰，宝石山🌓 不爱吃酸甜口味的千万不要尝试西湖醋鱼🐟 想去博物馆需要提前预约，周一闭馆不要跑空 🍭可以尝一尝东坡肉、龙井虾仁、衢州菜、葱包烩、叫花童鸡，糟烩鞭笋 . #冬日旅行收藏夹[话题]##藏在小城里的冬天[话题]##镜头里的城市C机位[话题]# #小红书影像大赛[话题]# #在路上也在街上[话题]# #有国风小城[话题]# #蚂蚁摄影app[话题]# #杭州必去景点[话题]# #旅游[话题]# #旅游攻略[话题]# #旅行[话题]# #来拍照了[话题]# #拍照打卡[话题]# #杭州[话题]# #杭州旅游[话题]# #杭州拍照[话题]# #杭州自由行[话题]# #杭州拍照打卡[话题]# #杭州西湖旅游[话题]# #西湖[话题]# #西湖美景[话题]# #西湖十景[话题]# #杭州拍照圣地[话题]# #夜游西湖[话题]# #西湖夜景[话题]# #杭州夜景[话题]##旅行随手拍[话题]# #旅行随地大小拍[话题]# @户外薯 @生活薯 @摄影薯 #被低估的宝藏小城[话题]#,"冬日旅行收藏夹, 藏在小城里的冬天, 镜头里的城市C机位, 小红书影像大赛, 在路上也在街上, 有国风小城, 蚂蚁摄影app, 杭州必去景点, 旅游, 旅游攻略, 旅行, 来拍照了, 拍照打卡, 杭州, 杭州旅游, 杭州拍照, 杭州自由行, 杭州拍照打卡, 杭州西湖旅游, 西湖, 西湖美景, 西湖十景, 杭州拍照圣地, 夜游西湖, 西湖夜景, 杭州夜景, 旅行随手拍, 旅行随地大小拍, 被低估的宝藏小城"
西湖暴走3w步❗总结这条杭州一日游路线,杭州真心宝藏的秋天一日游路线： 🚩绿水芙蕖→西泠桥→孤山公园（直接从西泠桥头左边的小路上去，可依次游览西泠印社、绿云径、敬一书院、下山）→平湖秋月（梅鹤轩附近有超大两棵枫树）→白堤→北山街（街上的星爸爸里有最美窗景的打卡机位）→凤起路坐地铁回家 . 北山街打车比较堵，更建议地铁出行。乘坐地铁，一定要记得使用银联手机Pay❗不仅有半价的优惠，而且实测2元的票价，还只需要1分钱❗即使地铁信号不好，也可以照常使用，完全不用担心 不仅乘坐地铁，吃喝玩乐都可以使用银联pay，一拍即付，很方便！优惠商户和活动很多，可以尽情薅羊毛！下次去香港或者境外目的地，也一样可使用，安全也放心❤ . #杭州一日游[话题]##杭州旅游[话题]##杭州攻略[话题]##杭州旅行[话题]##西湖[话题]##西湖一日游[话题]##银联手机Pay一拍即付[话题]##不辜负每个周末[话题]##北山街[话题]##好好生活大赛[话题]##杭州秋天[话题]##杭州赏秋[话题]##杭州citywalk[话题]##秋游记[话题]##低头捡个秋[话题]#,"杭州一日游, 杭州旅游, 杭州攻略, 杭州旅行, 西湖, 西湖一日游, 银联手机Pay一拍即付, 不辜负每个周末, 北山街, 好好生活大赛, 杭州秋天, 杭州赏秋, 杭州citywalk, 秋游记, 低头捡个秋"
2025杭州Citywalk，文艺青年新年好彩头打卡,"#春节图鉴[话题]# 新年的脚步即将抵达，今天色彩打卡开启！享受晨间的光影，真是很出片！ 🕐2025.01.01-2025.02.12 ✔️分享下打卡心得： 从象山公社的西南门开始- 尔本咖啡-古巴文化展览馆-小别墅健身俱乐部-勺朵花房-苍美术馆-1221画廊-风迷骑行俱乐部（风迷咖啡）-色客小馆-黎明商店 从西南门开始打卡的话，大约30-40分钟可以完成打卡（地面也有指导打卡机位）。 👌个人比较喜欢的几个机位如下： 1，花房的蓝色打卡机位，白墙蓝色阶梯 ，非常好看 2，风迷俱乐部后门对面的红色机位，新年中国红肯定不能错过， 3，风迷俱乐部后门的光影，今天抓拍到了，如果是人像拍摄，就更好看了。 4，黎明商店上阶梯橘色打卡机位，人物上阶梯拍摄，非常适合。 💫冷知识：隐藏色彩打卡指南任意以下六家商铺消费即可参与抽奖福袋（这个挂件我很喜欢了） 🎊尔本咖啡Happiness 🏋️小别墅 健身俱乐部Health 🚲风迷骑行俱乐部&风迷咖啡Courage 👍色客小馆 融合餐厅Luck 💰黎明商店精酿酒馆Rich ‼️如果抽中的福袋正好是六家英文字母，就可以在当日消费店铺兑换盲盒大礼包！谁是这个幸运儿？ 😍😍另外：大草皮上还可以露营（但不支持明火）,简直是放松，遛娃好去处。 📍艺创小镇 象山艺术公社 🚇6号线直达象山美院 🅿️创意路上不花钱（但是有风险)/公社内停车库5r/时 #在路上也在街上[话题]# #新年拍照好地方[话题]# #citywalk[话题]# #杭州citywalk[话题]# #反向打卡[话题]# #杭州探店[话题]# #文艺打卡地[话题]# #新年拍照圣地[话题]#","春节图鉴, 在路上也在街上, 新年拍照好地方, citywalk, 杭州citywalk, 反向打卡, 杭州探店, 文艺打卡地, 新年拍照圣地"
这条citywalk0️⃣元打卡❸个绿野仙踪网红机位,走走停停拍照3小时，1.5w步，这条citywalk可以打卡三个“绿野仙踪”网红机位，西湖边的“秘境”地图🗺️p18，不走回头路。 1️⃣积义亭 2️⃣白蛇飞渡桥 3️⃣柳浪闻莺新横河桥 	 🤳拍摄时间：2024.9.25 	 🏃【徒步路线】 吴山广场 →积义亭 →革 命 纪念馆→万松书院/白蛇飞渡-长桥公园 （📷雷锋夕照）→南山路/浙江美术馆/学士公园→柳浪闻莺 🚇：吴山广场D出口 1️⃣ 积义亭：吴山的绿野仙踪 🚶路线：吴山广场D出口 ➡️右转上山， 【喂鸽亭】（5r一包），路口左转再右转5-6分钟到【江湖汇观亭】p4 拍城隍阁、保俶塔同框。远眺西湖美景。p5 现在栾树红了hen漂亮。往下走看到图⑥ 【积义亭】指示↗️右上 p6 拍人与景的话需要广角镜 	 2️⃣白蛇飞渡桥 打卡蔡依林走过的“爱情诗路”，万松书院外侧 🚶路线：积义亭往前左转看到一条木栅栏小路（p6右下）往左下方，途中有【革 命烈士纪念馆】 p9 穿过万松岭路看到【节义亭】p11（双节义碑：用于纪念“贫困守志，至死不移”的崔升夫妇），继续往右走50米。 📷机位 ❶摄影师入口马路上对面拍 ❷往前走一点（树）人站马路上方的桥段，如果同时下面有人走过，意境👍 ❹桥另一端小山坡，可拍全景 	 3️⃣ 长桥公园 p15 傍晚天气好的时候，可以拍“雷锋夕照”，长椅上休息看游船或野鸭、拍照氛围感👍 	 4️⃣学士公园 p14 高耸的杉树下红色长椅，黄的彼岸花开得正好，隔开南山路的喧闹，留下一处幽静之地，赏荷拍古风👍 	 5️⃣柳浪闻莺-新横河桥  p17 西湖十景之一，位于南屏山下的柳浪桥。在桥上听到莺鸟悦耳的啼鸣声，非 常美妙动人。桥上和桥下各站一个人，蛮有意境的呀 p3 	 🚶路线：p16 大门进去右手边有棵柳树的石板路➡️【闻莺馆】的景观石左转，往前走几步右转下去。人多需要排队。春天秋天蕞美。 	 【实 用 tips】 ❶从柳浪闻莺对面【勾山里】穿过去右转3分钟左右回吴山广场，逛花鸟市场、南宋御景，河坊街、鼓楼、胡雪岩故居等 ❷ 早上8-9点出发，到中午下来觅食，刚吃饭可以去银泰或高银街（河坊街的难吃） ❸‼️🌞 蚊虫 #城市探寻计划[话题]# #国庆慢慢游[话题]# #杭州游玩[话题]# #人少景美打卡地[话题]# #国庆我要慢慢玩[话题]# #国庆假期[话题]##杭州西湖[话题]#,"城市探寻计划, 国庆慢慢游, 杭州游玩, 人少景美打卡地, 国庆我要慢慢玩, 国庆假期, 杭州西湖"
2025西湖赏梅一日游❗轻松不累🌸附路线图,hello~我是陆柒 杭州的梅花已经相继盛开 西湖周边景区基本上都能赏梅 非常适合春日citywalk🚶 上周末实地去走了一遍，整理了这条赏梅路线👇 包含地点、路线图、花开程度🌸 . 💡整体路线：路线图见图2 钱王祠-长桥-净慈寺-浴鹄湾-慧因高丽寺-都景生故居-郭庄-湛碧楼-孤山 ⚠️整条路线耗时4-5h，可视情况删减 ⚠️慧因高丽寺、都景生故居⏰16:30关门，下午才出门的话行程会很赶 . ➊第一站：钱王祠 ▪🚇7号线吴山广场C口出，步行900m ▪🎫15/人，公园年卡/文旅卡免费 ▪腊梅、白梅、红梅🌸，开的都不错，预计下周到盛花期 . ➋第二站：长桥 ▪步行1.8km，或🚌公交坐3站，万松岭路口下 ▪emmm只看到一棵红梅，基本上只有花苞 . ➌第三站：净慈寺 ▪步行600m，或公交坐1站，雷峰塔站下 ▪门票🎫10/人，寺庙卡免费 ▪没找到网红机位，只看到入口处的几棵梅花🌸 . ➍第四站：浴鹄湾 ▪公交坐2站，赤山埠站下，再步行350m ▪只看到一棵红梅🌸，还没完全盛开 . ➎第五站：慧因高丽寺 ▪步行650m，⏰16:30关门，注意时间 ▪黄墙红梅，别有一番味道，巨美❗ . ➏第六站：都景生故居 ▪公交坐2站，茅家埠站下，⏰16:30关门 ▪大部分还是花苞的状态，盛花期还得等1-2周 . ➐第七站：郭庄 ▪步行1.7km，🚌公交无法直达❌ ▪园林湖景，梅花不多，大部分也都是花苞 . ➑第八站：湛碧楼 ▪步行500m ▪在装修❗不让进去❌❌大家可以跳过 . ➒第九站：孤山公园 ▪步行1km，公交无法直达且要转 ▪白梅基本上开了，绿梅大多是花苞 ▪夕阳下的西泠桥巨美❗❗ . 🔸目前西湖景区的梅花盛开程度只有50%左右，预计再过1-2周会全面盛开❗ 🔸除了以上提到的景点，时间充足的话还可以加上【植物园】-灵峰探梅 . #杭州旅游[话题]##杭州拍照[话题]##杭州梅花[话题]##杭州citywalk[话题]##西湖[话题]##新年旅行第一站[话题]##反向旅行出门遛遛[话题]##赏梅好去处[话题]##梅花[话题]##杭州赏梅路线[话题]##钱王祠[话题]##杭州周末去哪儿[话题]#,"杭州旅游, 杭州拍照, 杭州梅花, 杭州citywalk, 西湖, 新年旅行第一站, 反向旅行出门遛遛, 赏梅好去处, 梅花, 杭州赏梅路线, 钱王祠, 杭州周末去哪儿"
